112.02081528 	 162.02081528 	 2.35619449019 	-1 	0 	-111.5
21.5111472883 	 252.530483272 	 0.785398163397 	1 	0 	22
112.02081528 	 343.040151264 	 2.35619449019 	-1 	0 	-111.5
21.5111472883 	 433.549819256 	 0.785398163397 	1 	0 	22
68.1801948466 	 480.218866814 	 5.49778714378 	0 	-1 	-480
236.471608769 	 311.927452892 	 3.92699081699 	-1 	0 	-236.0
141.012193309 	 216.468037432 	 5.49778714378 	1 	0 	141.5
336.173664916 	 21.306565824 	 0.785398163397 	0 	1 	22
360.922402258 	 46.0553031656 	 2.35619449019 	-1 	0 	-360.5
265.462986798 	 141.514718626 	 0.785398163397 	1 	0 	266.0
360.922402258 	 236.974134086 	 2.35619449019 	-1 	0 	-360.5
265.462986798 	 332.433549546 	 0.785398163397 	1 	0 	266.0
413.248304066 	 480.218866814 	 5.49778714378 	0 	-1 	-480
480.423448278 	 413.043722601 	 3.92699081699 	-1 	0 	-480
389.913780286 	 322.53405461 	 5.49778714378 	1 	0 	390.5
480.423448278 	 232.024386618 	 3.92699081699 	-1 	0 	-480
